Product ID,Category,Observation_Days,Total_Units_Sold,Avg_Inventory,Total_Units_Ordered,Avg_Daily_Units_Sold,Avg_Price,Total_Demand,Avg_Discount,Promotion_Days,Stockout_Days,Turnover_Ratio,Annualized_Turnover,Sell_Through_vs_Orders,Avg_Inventory_Value,Stockout_Rate,Movement_Class,Turnover_Rank
P0003,Furniture,760,51036,304.83026315789476,51413,67.15263157894736,129.63601315789472,56805,9.355263157894736,250,3,167.42432155945284,80.46280717051336,0.9926672242428958,39516.98000566135,0.003947368421052632,Slow Mover,12
P0016,Toys,760,61518,339.6842105263158,61839,80.94473684210526,32.53051315789474,72112,9.177631578947368,250,14,181.1035017043694,87.0369131546328,0.9948091010527337,11050.101680055403,0.018421052631578946,Slow Mover,13
P0002,Electronics,760,62916,322.5671052631579,63528,82.78421052631579,38.743184210526316,72880,9.138157894736842,250,8,195.04778687421222,93.73842652079739,0.9903664525878353,12497.276779466758,0.010526315789473684,Slow Mover,14
P0016,Furniture,760,47259,241.29473684210527,47467,62.18289473684211,109.32640789473685,54647,8.894736842105264,250,7,195.855908912446,94.12680359246173,0.9956180083005035,26379.886822853186,0.009210526315789473,Slow Mover,15
P0003,Groceries,760,77131,381.8921052631579,77262,101.48815789473684,80.3381052631579,90005,9.06578947368421,250,5,201.97065856297246,97.06550400016539,0.9983044705029639,30680.488151800553,0.006578947368421052,Slow Mover,16
P0011,Groceries,760,77158,375.7578947368421,77373,101.52368421052631,94.96225,90659,8.947368421052632,250,14,205.3396643975684,98.68462160685772,0.9972212528918356,35682.815139473685,0.018421052631578946,Normal,17
P0016,Groceries,760,79857,379.1934210526316,80360,105.075,39.037052631578945,92855,8.914473684210526,250,10,210.59700819259714,101.21125952940278,0.9937406669985067,14802.593535180056,0.013157894736842105,Normal,18
P0011,Furniture,760,51162,209.5828947368421,51107,67.31842105263158,150.77551315789475,56433,9.078947368421053,250,0,244.11343332307905,117.31898884375609,1.0010761735183047,31599.968503064407,0.0,Normal,19
P0002,Toys,760,62547,250.7342105263158,62797,82.29868421052632,30.686460526315788,71393,9.171052631578947,250,1,249.45538891046294,119.8862905257192,0.9960189181011831,7694.145453912742,0.0013157894736842105,Normal,20
P0001,Electronics,760,62075,245.21447368421053,62195,81.67763157894737,66.3786052631579,70539,9.013157894736842,250,0,253.14574244887666,121.65984530191079,0.9980705844521264,16276.99475349723,0.0,Normal,21
P0016,Electronics,760,69823,261.91184210526313,69737,91.87236842105263,96.48921052631579,80931,9.197368421052632,250,3,266.58970224010693,128.1209062410514,1.001233204755008,25271.666872229915,0.003947368421052632,Normal,22
P0012,Groceries,760,77781,287.7815789473684,77803,102.34342105263158,82.71611842105263,91182,8.980263157894736,250,3,270.2778971625045,129.89342360342732,0.9997172345539375,23804.17516360803,0.003947368421052632,Normal,23
P0008,Clothing,760,70811,254.13026315789475,70971,93.17236842105264,112.51880263157894,83032,9.18421052631579,250,5,278.6405645674877,133.91245553720378,0.9977455580448352,28594.432922974374,0.006578947368421052,Normal,24
P0001,Toys,760,58428,206.34473684210528,58386,76.87894736842105,15.460723684210526,69494,9.230263157894736,250,8,283.15721008531966,136.08311971534607,1.0007193505292364,3190.2389600069255,0.010526315789473684,Normal,25
P0004,Electronics,760,59945,205.90526315789472,59961,78.875,100.21365789473685,70725,8.80921052631579,250,8,291.1290322580645,139.91431451612902,0.9997331598872601,20634.519600831027,0.010526315789473684,Normal,26
P0016,Clothing,760,68261,227.4842105263158,68390,89.8171052631579,85.89815789473684,82329,9.230263157894736,250,8,300.0691777335616,144.2108778515571,0.9981137593215382,19540.47463434903,0.010526315789473684,Normal,27
P0012,Furniture,760,99456,286.4243421052632,99691,65.43157894736842,105.96115131578948,112633,9.1875,500,4,347.2330573197202,166.87746603424713,0.9976427159924166,30349.85305434124,0.005263157894736842,Normal,28
P0005,Groceries,760,157038,428.7217105263158,158050,103.31447368421053,37.7601447368421,182427,9.144736842105264,500,12,366.2935562727017,176.0377913534267,0.9935969629863967,16188.593841300206,0.015789473684210527,Normal,29
P0006,Groceries,760,159631,426.61513157894734,160234,105.0203947368421,48.25066447368421,185775,9.105263157894736,500,10,374.18035175918146,179.828123000054,0.9962367537476441,20584.46357321243,0.013157894736842105,Normal,30
P0018,Furniture,760,96135,247.9592105263158,96345,63.24671052631579,137.02902631578948,110617,9.085526315789474,500,2,387.7048962849365,186.32791232641193,0.9978203331776428,33977.60918445291,0.002631578947368421,Normal,31
P0015,Groceries,760,156549,399.9480263157895,157693,102.99276315789474,73.86259210526316,182451,9.101973684210526,500,17,391.42335928517025,188.1149762880374,0.9927453977031321,29541.197931068215,0.02236842105263158,Normal,32
P0014,Groceries,760,157049,401.0572368421053,157701,103.32171052631578,83.3812697368421,180414,9.217105263157896,500,9,391.5874981750537,188.19386014268207,0.9958655937501981,33440.66164504415,0.011842105263157895,Normal,33
P0012,Electronics,760,119019,294.4243421052632,119459,78.30197368421052,85.69063157894736,143400,8.911184210526315,500,4,404.24307021954075,194.27602815485167,0.9963167279150169,25229.407827216066,0.005263157894736842,Normal,34
P0011,Electronics,760,131332,323.6421052631579,131836,86.40263157894736,96.94431578947368,151779,9.200657894736842,500,14,405.7939244129318,195.02135643660966,0.9961770684790194,31375.26245540166,0.018421052631578946,Normal,35
P0003,Toys,760,61145,147.325,60990,80.45394736842105,27.946421052631578,70641,9.131578947368421,250,0,415.03478703546585,199.46244205882093,1.0025414002295459,4117.206481578947,0.0,Normal,36
P0014,Furniture,760,98449,228.87828947368422,98848,64.76907894736843,155.55972368421052,113269,8.904605263157896,500,5,430.1369091248796,206.72040270771353,0.995963499514406,35604.243467841065,0.006578947368421052,Normal,37
P0008,Furniture,760,48152,108.95394736842105,47976,63.357894736842105,92.12142105263158,57080,8.828947368421053,250,0,441.94819153432763,212.39681178672785,1.0036685009171253,10036.992460872576,0.0,Normal,38
P0020,Toys,760,58332,131.76447368421051,58323,76.75263157894737,28.47275,69947,9.19078947368421,250,0,442.69899441787084,212.75764172516753,1.0001543130497403,3751.696918092105,0.0,Normal,39
P0013,Toys,760,57606,128.69342105263158,57475,75.79736842105264,30.724223684210525,70522,9.164473684210526,250,0,447.6219493492286,215.12357499974442,1.0022792518486299,3954.0054551073404,0.0,Normal,40
P0002,Groceries,760,157640,351.9092105263158,157796,103.71052631578948,38.53320394736842,186851,9.210526315789474,500,17,447.9564480970346,215.2843324571604,0.9990113817840757,13560.189380167936,0.02236842105263158,Normal,41
P0019,Clothing,760,144062,316.9736842105263,144502,94.77763157894736,72.05380263157895,168005,9.085526315789474,500,9,454.4919883769199,218.42526151930264,0.996955059445544,22839.159281509696,0.011842105263157895,Normal,42
P0015,Toys,760,57825,126.68552631578947,57813,76.08552631578948,14.749434210526315,69351,9.243421052631579,250,0,456.44519687165695,219.3639581018062,1.000207565772404,1868.539835820637,0.0,Normal,43
P0018,Groceries,760,78440,168.98684210526315,78276,103.21052631578948,61.11867105263158,92648,9.013157894736842,250,0,464.17815152223005,223.08035505722964,1.0020951504931268,10328.25121485457,0.0,Normal,44
P0003,Electronics,760,69498,146.84736842105264,69497,91.44473684210526,87.90586842105265,83996,8.861842105263158,250,0,473.26690799612913,227.44833966524496,1.0000143891103213,12908.745446398894,0.0,Normal,45
P0017,Clothing,760,71254,149.81052631578947,71218,93.75526315789473,95.21377631578947,83835,9.092105263157896,250,0,475.62745924676784,228.582801960371,1.0005054901850656,14264.025942382272,0.0,Normal,46
P0002,Clothing,760,76252,152.0342105263158,76311,100.33157894736843,67.10361842105263,94729,8.69078947368421,250,0,501.54501237602335,241.03857338202965,0.9992268480297729,10202.045650103879,0.0,Normal,47
P0005,Clothing,760,68259,135.36315789473684,68077,89.81447368421053,71.11780263157894,83356,9.046052631578947,250,0,504.26571795170884,242.34612300244956,1.0026734433068438,9626.730346745151,0.0,Normal,48
P0019,Groceries,760,74498,147.575,74438,98.02368421052631,55.65732894736842,92759,8.730263157894736,250,0,504.8145011011351,242.60986385156525,1.0008060399258443,8213.630319407894,0.0,Normal,49
P0008,Electronics,760,55961,106.98947368421052,55845,73.6328947368421,41.72785526315789,70951,8.855263157894736,250,0,523.0514561196379,251.37440045749705,1.0020771779031248,4464.441272576177,0.0,Normal,50
P0006,Clothing,760,65470,123.71578947368421,65391,86.14473684210526,63.974342105263155,82830,9.046052631578947,250,0,529.1968008168127,254.32780460308007,1.0012081173250142,7914.636239612188,0.0,Normal,51
P0009,Clothing,760,150097,275.4217105263158,150278,98.74802631578947,101.19901973684212,174778,9.009868421052632,500,7,544.9715627470792,261.909030649172,0.9987955655518439,27872.407119507447,0.009210526315789473,Normal,52
P0020,Furniture,760,146598,268.9311403508772,146977,64.29736842105264,117.6176447368421,167560,8.958333333333334,750,14,545.1135179389494,261.9772531936859,0.9974213652476238,31631.047324463292,0.018421052631578946,Normal,53
P0006,Toys,760,119488,219.17302631578949,119552,78.61052631578947,37.04867105263158,140740,9.157894736842104,500,12,545.1765758247959,262.0075583157983,0.9994646680942184,8120.0693555834505,0.015789473684210527,Normal,54
P0001,Groceries,760,236311,402.4114035087719,237527,103.6451754385965,34.75422807017544,276414,9.212719298245615,750,23,587.2373345772961,282.2216269136282,0.994880581996994,13985.497695583255,0.030263157894736843,Normal,55
P0007,Groceries,760,318360,491.8871710526316,320712,104.72368421052632,38.03104934210526,367271,9.133223684210526,1000,19,647.2215962020601,311.04958949052957,0.9926663174436878,18706.985273051203,0.025,Normal,56
P0019,Furniture,760,94649,140.45263157894738,94465,62.26907894736842,116.92673026315789,111190,8.963815789473685,500,4,673.8855579704714,323.8640790114667,1.0019478113587044,16422.666967382273,0.005263157894736842,Normal,57
P0013,Groceries,760,319111,446.1424342105263,320749,104.97072368421053,47.698187499999996,370373,9.070723684210526,1000,25,715.2670885581296,343.7517159156011,0.9948932030965022,21280.185478680094,0.03289473684210526,Normal,58
P0009,Groceries,760,226674,270.225,226827,99.41842105263157,70.94688596491228,275546,8.969298245614034,750,17,838.8343047460448,403.13714448485905,0.999325477125739,19171.62225986842,0.02236842105263158,Normal,59
P0017,Toys,760,174840,201.81140350877192,175209,76.6842105263158,24.99976754385965,211708,9.232456140350877,750,7,866.3534218590399,416.3626149131768,0.9978939438042567,5045.23817541936,0.009210526315789473,Normal,60
P0004,Groceries,760,317682,348.9611842105263,318681,104.50065789473685,31.580565789473685,367780,9.233552631578947,1000,10,910.364861119752,437.514165163144,0.9968652037617555,11020.391635933172,0.013157894736842105,Normal,61
P0010,Groceries,760,308032,300.48651315789476,308534,101.32631578947368,53.39847368421052,366799,9.208881578947368,1000,17,1025.1109001958446,492.6602056533319,0.9983729507931055,16045.521165322023,0.02236842105263158,Normal,62
P0018,Clothing,760,136022,132.12697368421053,135964,89.48815789473684,24.460980263157897,173940,9.157894736842104,500,0,1029.4794182231008,494.759680928931,1.000426583507399,3231.9552955202566,0.0,Normal,63
P0008,Groceries,760,148393,143.54144736842105,148227,97.62697368421053,44.48511184210526,185475,9.151315789473685,500,0,1033.7989669222625,496.8356219320479,1.0011199039311327,6385.457340161876,0.0,Normal,64
